Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2022-01-10,Star Wars: The Clone Wars - The Siege of Mandalore,,,5,,This is a better clone wars movie than the clone wars movie.,,2022-01-09
